Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr20:16522951-16523850,20,16522951,16523850,,KIF16B,ENSG00000089177.18,No description,-,Genegene,overlapping,0,8.918863297
Chr2:92268601-92270100,2,92268601,92270100,,null,,,,,Not found,0,8.91587925
Chr20:50351101-50352750,20,50351101,50352750,,null,,,,,Not found,0,8.91587925
Chr5:42854551-42855450,5,42854551,42855450,,SELENOP,ENSG00000250722.5,No description,-,Genegene,overlapping,0,8.909893036
Chr17:22261201-22262100,17,22261201,22262100,,LINC02002,ENSG00000263609.1,No description,-,Genegene,overlapping,0,8.909893036
Chr19:35531401-35532900,19,35531401,35532900,,GAPDHS,ENSG00000105679.8,No description,+,Genegene,downstream,512,8.909893036
Chr3:43255801-43256700,3,43255801,43256700,,null,,,,,Not found,0,8.906890869
Chr2:5270851-5271900,2,5270851,5271900,,null,,,,,Not found,0,8.903882027
Chr3:186490201-186491100,3,186490201,186491100,,LINC02052,ENSG00000224406.5,No description,-,Genegene,overlapping,0,8.903882027
Chr14:20045551-20046450,14,20045551,20046450,,OR4U1P,ENSG00000258899.1,No description,+,Genegene,upstream,724,8.903882027
Chr1:22798801-22799700,1,22798801,22799700,,EPHB2,ENSG00000133216.16,No description,+,Genegene,overlapping,0,8.900866508
Chr3:129412951-129413850,3,129412951,129413850,,EFCAB12,ENSG00000172771.11,No description,-,Genegene,overlapping,0,8.900866508
Chr11:19817701-19818750,11,19817701,19818750,,NAV2,ENSG00000166833.20,No description,+,Genegene,overlapping,0,8.900866508
Chr16:68459851-68460750,16,68459851,68460750,,null,,,,,Not found,0,8.900866508
Chr17:54967951-54969300,17,54967951,54969300,,COX11,ENSG00000166260.11,No description,-,Genegene,overlapping,0,8.900866508
Chr1:111154651-111155700,1,111154651,111155700,,CEPT1,ENSG00000134255.13,No description,+,Genegene,overlapping,0,8.897846222
Chr15:99294601-99295950,15,99294601,99295950,,LRRC28,ENSG00000168904.14,No description,+,Genegene,overlapping,0,8.897846222
Chr16:23335651-23336700,16,23335651,23336700,,SCNN1B,ENSG00000168447.10,No description,+,Genegene,overlapping,0,8.897846222
Chr5:172962151-172963050,5,172962151,172963050,,RPL26L1,ENSG00000037241.7,No description,+,Genegene,overlapping,0,8.894817352
Chr17:73545001-73546200,17,73545001,73546200,,SDK2,ENSG00000069188.16,No description,-,Genegene,overlapping,0,8.894817352
Chr6:33864001-33865350,6,33864001,33865350,,null,,,,,Not found,0,8.891783714
Chr12:15395851-15396900,12,15395851,15396900,,PTPRO,ENSG00000151490.13,No description,+,Genegene,overlapping,0,8.891783714
Chr20:44002201-44003100,20,44002201,44003100,,TOX2,ENSG00000124191.17,No description,+,Genegene,overlapping,0,8.891783714
Chr1:183231601-183232650,1,183231601,183232650,,LAMC2,ENSG00000058085.14,No description,+,Genegene,overlapping,0,8.888743401
Chr6:67795951-67797150,6,67795951,67797150,,null,,,,,Not found,0,8.888743401
Chr1:145246051-145246800,1,145246051,145246800,,null,,,,,Not found,0,8.885696411
Chr21:16375351-16376400,21,16375351,16376400,,MIR99AHG,ENSG00000215386.12,No description,+,Genegene,overlapping,0,8.885696411
Chr11:93383401-93384300,11,93383401,93384300,,DEUP1,ENSG00000165325.13,No description,+,Genegene,overlapping,0,8.882642746
Chr17:17686051-17687100,17,17686051,17687100,,RAI1,ENSG00000108557.18,No description,+,Genegene,overlapping,0,8.882642746
Chr18:24322351-24323250,18,24322351,24323250,,OSBPL1A,ENSG00000141447.17,No description,-,Genegene,overlapping,0,8.882642746
Chr20:55362601-55364100,20,55362601,55364100,,null,,,,,Not found,0,8.882642746
Chr21:16572001-16573050,21,16572001,16573050,,MIR99AHG,ENSG00000215386.12,No description,+,Genegene,overlapping,0,8.882642746
Chr5:159713551-159715200,5,159713551,159715200,,AC008691.1,ENSG00000249738.10,No description,+,Genegene,overlapping,0,8.879583359
Chr14:35800651-35802000,14,35800651,35802000,,RALGAPA1,ENSG00000174373.16,No description,-,Genegene,overlapping,0,8.879583359
Chr16:48439201-48440100,16,48439201,48440100,,SIAH1,ENSG00000196470.11,No description,-,Genegene,overlapping,0,8.879583359
Chr17:54564301-54565200,17,54564301,54565200,,null,,,,,Not found,0,8.876517296
Chr1:45039901-45040800,1,45039901,45040800,,ZSWIM5,ENSG00000162415.6,No description,-,Genegene,overlapping,0,8.873444557
Chr7:47514451-47515950,7,47514451,47515950,,TNS3,ENSG00000136205.16,No description,-,Genegene,overlapping,0,8.873444557
Chr11:114186301-114187350,11,114186301,114187350,,ZBTB16,ENSG00000109906.13,No description,+,Genegene,overlapping,0,8.873444557
Chr16:81309001-81310050,16,81309001,81310050,,AC009148.1,ENSG00000260495.1,No description,-,Genegene,upstream,681,8.873444557
Chr2:132191551-132192600,2,132191551,132192600,,ANKRD30BL,ENSG00000163046.15,No description,-,Genegene,overlapping,0,8.870365143
Chr4:156451051-156452100,4,156451051,156452100,,null,,,,,Not found,0,8.870365143
Chr14:67999351-68001150,14,67999351,68001150,,RAD51B,ENSG00000182185.18,No description,+,Genegene,overlapping,0,8.870365143
Chr1:17855551-17856600,1,17855551,17856600,,null,,,,,Not found,0,8.867279053
Chr1:161558551-161559900,1,161558551,161559900,,AL590385.2,ENSG00000273112.1,No description,+,Genegene,overlapping,0,8.867279053
Chr8:94233001-94234200,8,94233001,94234200,,null,,,,,Not found,0,8.867279053
Chr15:93288751-93289950,15,93288751,93289950,,null,,,,,Not found,0,8.867279053
Chr1:22585801-22587150,1,22585801,22587150,,EPHA8,ENSG00000070886.11,No description,+,Genegene,overlapping,0,8.864186287
Chr8:125191051-125193150,8,125191051,125193150,,NSMCE2,ENSG00000156831.7,No description,+,Genegene,overlapping,0,8.864186287
Chr15:75109501-75110400,15,75109501,75110400,,PPCDC,ENSG00000138621.11,No description,+,Genegene,overlapping,0,8.864186287
Chr14:73992601-73993950,14,73992601,73993950,,ENTPD5,ENSG00000187097.12,No description,-,Genegene,overlapping,0,8.861086845
Chr14:93439501-93440850,14,93439501,93440850,,UNC79,ENSG00000133958.13,No description,+,Genegene,overlapping,0,8.861086845
Chr8:49975201-49976250,8,49975201,49976250,,SNTG1,ENSG00000147481.15,No description,+,Genegene,overlapping,0,8.857980728
Chr10:384301-385500,10,384301,385500,,DIP2C,ENSG00000151240.16,No description,-,Genegene,overlapping,0,8.857980728
Chr11:9918151-9919200,11,9918151,9919200,,SBF2,ENSG00000133812.15,No description,-,Genegene,overlapping,0,8.857980728
ChrX:70850401-70851300,X,70850401,70851300,,TEX11,ENSG00000120498.13,No description,-,Genegene,overlapping,0,8.857980728
Chr3:8359351-8360400,3,8359351,8360400,,LMCD1-AS1,ENSG00000227110.6,No description,-,Genegene,overlapping,0,8.854868889
Chr3:64224001-64225350,3,64224001,64225350,,PRICKLE2,ENSG00000163637.12,No description,-,Genegene,overlapping,0,8.854868889
Chr11:64206301-64207200,11,64206301,64207200,,FERMT3,ENSG00000149781.12,No description,+,Genegene,overlapping,0,8.854868889
Chr14:40837351-40838550,14,40837351,40838550,,null,,,,,Not found,0,8.854868889
ChrX:5320351-5321100,X,5320351,5321100,,null,,,,,Not found,0,8.854868889
Chr1:207082351-207083550,1,207082351,207083550,,PFKFB2,ENSG00000123836.14,No description,+,Genegene,upstream,1327,8.851748466
Chr4:6752251-6753750,4,6752251,6753750,,null,,,,,Not found,0,8.851748466
Chr9:33106501-33107550,9,33106501,33107550,,B4GALT1,ENSG00000086062.12,No description,-,Genegene,overlapping,0,8.851748466
Chr10:5592901-5594400,10,5592901,5594400,,AL365356.5,ENSG00000242147.1,No description,-,Genegene,upstream,591,8.851748466
Chr7:102633151-102634050,7,102633151,102634050,,AC105052.4,ENSG00000279168.2,No description,-,Genegene,overlapping,0,8.848623276
Chr9:84202201-84203700,9,84202201,84203700,,null,,,,,Not found,0,8.848623276
Chr19:4061551-4062750,19,4061551,4062750,,ZBTB7A,ENSG00000178951.8,No description,-,Genegene,overlapping,0,8.848623276
Chr2:9945901-9947100,2,9945901,9947100,,null,,,,,Not found,0,8.845490456
Chr1:229356751-229357950,1,229356751,229357950,,null,,,,,Not found,0,8.842350006
Chr5:176273401-176274450,5,176273401,176274450,,SIMC1,ENSG00000170085.17,No description,+,Genegene,overlapping,0,8.842350006
Chr7:155162251-155163150,7,155162251,155163150,,null,,,,,Not found,0,8.839203835
Chr8:102622801-102623700,8,102622801,102623700,,POU5F1P2,ENSG00000253382.3,No description,-,Genegene,downstream,470,8.839203835
Chr16:79283851-79284750,16,79283851,79284750,,null,,,,,Not found,0,8.839203835
Chr20:12268801-12269850,20,12268801,12269850,,null,,,,,Not found,0,8.839203835
Chr20:50366251-50367900,20,50366251,50367900,,null,,,,,Not found,0,8.839203835
ChrX:139574101-139575150,X,139574101,139575150,,null,,,,,Not found,0,8.839203835
Chr4:123828901-123829950,4,123828901,123829950,,LINC01091,ENSG00000249464.5,No description,+,Genegene,overlapping,0,8.836050034
Chr20:5813701-5814600,20,5813701,5814600,,SHLD1,ENSG00000171984.14,No description,+,Genegene,overlapping,0,8.836050034
Chr5:3925051-3926850,5,3925051,3926850,,null,,,,,Not found,0,8.832889557
Chr16:803251-804150,16,803251,804150,,null,,,,,Not found,0,8.832889557
Chr1:112429051-112430100,1,112429051,112430100,,CTTNBP2NL,ENSG00000143079.14,No description,+,Genegene,overlapping,0,8.829722404
Chr2:19272451-19274100,2,19272451,19274100,,LINC01376,ENSG00000236204.6,No description,-,Genegene,overlapping,0,8.829722404
Chr3:128078851-128079900,3,128078851,128079900,,RUVBL1,ENSG00000175792.11,No description,-,Genegene,overlapping,0,8.829722404
Chr10:132924751-132925650,10,132924751,132925650,,CFAP46,ENSG00000171811.13,No description,-,Genegene,overlapping,0,8.829722404
Chr12:31901851-31902750,12,31901851,31902750,,null,,,,,Not found,0,8.829722404
Chr14:55493401-55494450,14,55493401,55494450,,null,,,,,Not found,0,8.829722404
Chr5:177550951-177551850,5,177550951,177551850,,FAM193B,ENSG00000146067.15,No description,-,Genegene,overlapping,0,8.826548576
Chr9:33199501-33200400,9,33199501,33200400,,null,,,,,Not found,0,8.826548576
Chr7:122526151-122527200,7,122526151,122527200,,CADPS2,ENSG00000081803.15,No description,-,Genegene,overlapping,0,8.823367119
Chr1:24896551-24897750,1,24896551,24897750,,RUNX3,ENSG00000020633.18,No description,-,Genegene,upstream,1761,8.820178986
Chr1:94245001-94245900,1,94245001,94245900,,ARHGAP29,ENSG00000137962.12,No description,-,Genegene,overlapping,0,8.820178986
Chr15:34164601-34165500,15,34164601,34165500,,KATNBL1,ENSG00000134152.10,No description,-,Genegene,overlapping,0,8.820178986
Chr17:61335901-61336800,17,61335901,61336800,,BCAS3,ENSG00000141376.22,No description,+,Genegene,overlapping,0,8.820178986
Chr2:201165001-201166050,2,201165001,201166050,,CFLAR,ENSG00000003402.19,No description,+,Genegene,overlapping,0,8.816983223
Chr4:6111751-6112800,4,6111751,6112800,,C4orf50,ENSG00000181215.15,No description,-,Genegene,overlapping,0,8.813781738
Chr5:87918451-87919350,5,87918451,87919350,,null,,,,,Not found,0,8.813781738
Chr11:115420651-115421700,11,115420651,115421700,,CADM1,ENSG00000182985.17,No description,-,Genegene,overlapping,0,8.813781738
Chr16:85556551-85559250,16,85556551,85559250,,GSE1,ENSG00000131149.18,No description,+,Genegene,overlapping,0,8.813781738
Chr1:86072401-86073600,1,86072401,86073600,,COL24A1,ENSG00000171502.14,No description,-,Genegene,overlapping,0,8.810571671
Chr9:33582301-33583350,9,33582301,33583350,,CYP4F26P,ENSG00000226562.3,No description,+,Genegene,overlapping,0,8.810571671
Chr22:19736701-19739250,22,19736701,19739250,,null,,,,,Not found,0,8.810571671
Chr2:107146801-107147700,2,107146801,107147700,,null,,,,,Not found,0,8.807354927
Chr4:120649801-120650850,4,120649801,120650850,,AC025741.1,ENSG00000249409.1,No description,+,Genegene,overlapping,0,8.807354927
Chr6:135532051-135533100,6,135532051,135533100,,LINC00271,ENSG00000231028.8,No description,+,Genegene,overlapping,0,8.807354927
Chr7:156308551-156309450,7,156308551,156309450,,null,,,,,Not found,0,8.804130554
Chr7:157413301-157414350,7,157413301,157414350,,DNAJB6,ENSG00000105993.14,No description,+,Genegene,overlapping,0,8.804130554
Chr9:33719551-33720600,9,33719551,33720600,,AL356489.1,ENSG00000227301.1,No description,+,Genegene,overlapping,0,8.804130554
Chr15:52120501-52122750,15,52120501,52122750,,GNB5,ENSG00000069966.18,No description,-,Genegene,overlapping,0,8.804130554
Chr15:53623501-53625150,15,53623501,53625150,,WDR72,ENSG00000166415.14,No description,-,Genegene,overlapping,0,8.804130554
Chr15:63092401-63093300,15,63092401,63093300,,AC087612.1,ENSG00000259672.2,No description,+,Genegene,overlapping,0,8.804130554
Chr19:10612351-10614000,19,10612351,10614000,,SLC44A2,ENSG00000129353.14,No description,+,Genegene,overlapping,0,8.804130554
Chr1:152007301-152009700,1,152007301,152009700,,AL450992.1,ENSG00000229021.2,No description,+,Genegene,overlapping,0,8.800899506
Chr3:43810951-43812150,3,43810951,43812150,,null,,,,,Not found,0,8.800899506
Chr3:58025551-58026450,3,58025551,58026450,,FLNB,ENSG00000136068.14,No description,+,Genegene,overlapping,0,8.800899506
Chr9:92263351-92264250,9,92263351,92264250,,IARS,ENSG00000196305.17,No description,-,Genegene,overlapping,0,8.800899506
Chr14:35590651-35592450,14,35590651,35592450,,RALGAPA1,ENSG00000174373.16,No description,-,Genegene,overlapping,0,8.800899506
Chr19:18490651-18491850,19,18490651,18491850,,ELL,ENSG00000105656.12,No description,-,Genegene,overlapping,0,8.800899506
Chr1:181102201-181103400,1,181102201,181103400,,null,,,,,Not found,0,8.797661781
Chr7:56131651-56132550,7,56131651,56132550,,null,,,,,Not found,0,8.797661781
Chr9:70645651-70647000,9,70645651,70647000,,TRPM3,ENSG00000083067.22,No description,-,Genegene,overlapping,0,8.797661781
Chr6:152024101-152025150,6,152024101,152025150,,ESR1,ENSG00000091831.23,No description,+,Genegene,overlapping,0,8.794416428
Chr9:115146901-115147800,9,115146901,115147800,,Dec-01,ENSG00000173077.15,No description,+,Genegene,overlapping,0,8.794416428
Chr13:73712251-73713450,13,73712251,73713450,,KLF12,ENSG00000118922.17,No description,-,Genegene,overlapping,0,8.794416428
Chr16:68267851-68269050,16,68267851,68269050,,SLC7A6,ENSG00000103064.14,No description,+,Genegene,overlapping,0,8.794416428
Chr20:48531451-48533700,20,48531451,48533700,,null,,,,,Not found,0,8.794416428
Chr9:33163051-33164550,9,33163051,33164550,,B4GALT1,ENSG00000086062.12,No description,-,Genegene,overlapping,0,8.791162491
Chr17:48543301-48544350,17,48543301,48544350,,HOXB2,ENSG00000173917.10,No description,-,Genegene,overlapping,0,8.791162491
Chr20:45593851-45594900,20,45593851,45594900,,null,,,,,Not found,0,8.791162491
Chr5:106897201-106898250,5,106897201,106898250,,LINC01950,ENSG00000251027.1,No description,-,Genegene,overlapping,0,8.787902832
Chr6:1641301-1642200,6,1641301,1642200,,GMDS,ENSG00000112699.10,No description,-,Genegene,overlapping,0,8.787902832
Chr14:104203051-104204100,14,104203051,104204100,,null,,,,,Not found,0,8.787902832
Chr5:77157151-77158050,5,77157151,77158050,,ZBED3-AS1,ENSG00000250802.7,No description,+,Genegene,overlapping,0,8.784635544
Chr8:21987001-21988050,8,21987001,21988050,,XPO7,ENSG00000130227.16,No description,+,Genegene,overlapping,0,8.784635544
Chr1:28846351-28847400,1,28846351,28847400,,OPRD1,ENSG00000116329.10,No description,+,Genegene,overlapping,0,8.781359673
Chr17:25659301-25660350,17,25659301,25660350,,null,,,,,Not found,0,8.781359673
Chr1:225091501-225092400,1,225091501,225092400,,DNAH14,ENSG00000185842.15,No description,+,Genegene,overlapping,0,8.778077126
Chr1:241427851-241429350,1,241427851,241429350,,AL359764.1,ENSG00000225554.1,No description,+,Genegene,overlapping,0,8.778077126
Chr6:170588701-170589750,6,170588701,170589750,,null,,,,,Not found,0,8.778077126
Chr7:116381701-116382600,7,116381701,116382600,,AC002066.1,ENSG00000237813.3,No description,-,Genegene,overlapping,0,8.778077126
Chr9:109102651-109103700,9,109102651,109103700,,TMEM245,ENSG00000106771.12,No description,-,Genegene,overlapping,0,8.778077126
ChrUn_gl000224:3151-4800,Un_gl000224,3151,4800,,null,,,,,Not found,0,8.778077126
Chr2:5545951-5546850,2,5545951,5546850,,null,,,,,Not found,0,8.774786949
Chr3:133179751-133180800,3,133179751,133180800,,TMEM108,ENSG00000144868.13,No description,+,Genegene,overlapping,0,8.774786949
Chr16:1680451-1681500,16,1680451,1681500,,AL031708.1,ENSG00000261732.1,No description,+,Genegene,overlapping,0,8.774786949
Chr1:152151301-152152350,1,152151301,152152350,,PUDPP2,ENSG00000233792.3,No description,-,Genegene,overlapping,0,8.771489143
Chr8:48343651-48344550,8,48343651,48344550,,null,,,,,Not found,0,8.771489143
Chr14:98339401-98340300,14,98339401,98340300,,null,,,,,Not found,0,8.771489143
Chr15:85523401-85525800,15,85523401,85525800,,AKAP13,ENSG00000170776.21,No description,+,Genegene,overlapping,0,8.771489143
Chr16:84757801-84758850,16,84757801,84758850,,USP10,ENSG00000103194.15,No description,+,Genegene,overlapping,0,8.771489143
Chr14:91849351-91850550,14,91849351,91850550,,TC2N,ENSG00000165929.12,No description,-,Genegene,overlapping,0,8.768184662
Chr1:45982051-45983100,1,45982051,45983100,,MAST2,ENSG00000086015.20,No description,+,Genegene,overlapping,0,8.764871597
Chr11:121196551-121197450,11,121196551,121197450,,null,,,,,Not found,0,8.764871597
Chr17:19457401-19458300,17,19457401,19458300,,AC004448.2,ENSG00000235979.8,No description,-,Genegene,overlapping,0,8.764871597
Chr17:47089951-47090850,17,47089951,47090850,,AC068152.1,ENSG00000262879.5,No description,-,Genegene,overlapping,0,8.764871597
Chr20:62711551-62712450,20,62711551,62712450,,NTSR1,ENSG00000101188.4,No description,+,Genegene,overlapping,0,8.764871597
Chr12:50134801-50136300,12,50134801,50136300,,AC074032.1,ENSG00000272368.2,No description,+,Genegene,overlapping,0,8.761550903
Chr17:11307451-11308350,17,11307451,11308350,,SHISA6,ENSG00000188803.14,No description,+,Genegene,overlapping,0,8.761550903
Chr17:19441651-19442700,17,19441651,19442700,,AC004448.2,ENSG00000235979.8,No description,-,Genegene,overlapping,0,8.761550903
ChrX:119619451-119620350,X,119619451,119620350,,Sep-06,ENSG00000125354.22,No description,-,Genegene,overlapping,0,8.761550903
Chr1:31841251-31842300,1,31841251,31842300,,AL354919.1,ENSG00000203620.2,No description,-,Genegene,overlapping,0,8.758223534
Chr13:99302251-99303150,13,99302251,99303150,,UBAC2,ENSG00000134882.15,No description,+,Genegene,overlapping,0,8.758223534
Chr2:45185701-45186750,2,45185701,45186750,,LINC01121,ENSG00000205054.7,No description,-,Genegene,overlapping,0,8.754887581
